#t/Tc 	 (Rf-Ro)/Ro 	 (Rfmax-Ro)/Ro 	 H/R 	 H/Rmax 	 Ep/Eo 	 Ek/Eo 	 Ec/Eo 	 Ekx/Eo 	 Eky/Eo 	 t/(d/g)^0.5 	 H/d 	 KE/mgd 	 KEx/mgd 	 KEy/mgd 
0.0136517262374 	 0.0 	 0.0 	 5.99915771573 	 5.99035911671 	 1.0 	 0.00108376584282 	 0.0 	 0.00103882606937 	 0.00103882606937 	 0.00392594201364 	 1.0821202631 	 0.0586415945833 	 0.0562099438789 	 0.0562099438789 
0.027303457592 	 0.0116890962218 	 0.0102053134786 	 5.9187042571 	 5.9187042571 	 0.996295727631 	 0.00356942449137 	 0.00013484787806 	 0.00332533661154 	 0.00332533661154 	 0.00785188549886 	 1.08008754758 	 0.193138347463 	 0.179930971916 	 0.179930971916 
0.0409551735952 	 0.00959539529914 	 0.0299503765133 	 5.91512955513 	 5.78972452837 	 0.990782575624 	 0.00690500492537 	 0.00231241945043 	 0.00646867318813 	 0.00646867318813 	 0.0117778245694 	 1.07720130816 	 0.373623603395 	 0.350014085704 	 0.350014085704 
0.054606915184 	 0.0419228581299 	 0.0522589599295 	 5.71233773045 	 5.6479310857 	 0.983653728563 	 0.0105968479668 	 0.00574942347001 	 0.0096806373277 	 0.0096806373277 	 0.0157037709977 	 1.07358069159 	 0.573385908448 	 0.523810575174 	 0.523810575174 
0.0682586311872 	 0.0458228264642 	 0.0776551203651 	 5.67054542643 	 5.49497515304 	 0.975035848339 	 0.0153881347037 	 0.00957601695724 	 0.0145714124447 	 0.0145714124447 	 0.0196297100682 	 1.06971528263 	 0.832638122591 	 0.788446016041 	 0.788446016041 
0.081910372776 	 0.0542560776375 	 0.104272080933 	 5.60219312785 	 5.34060769111 	 0.964701145131 	 0.0201296654917 	 0.0151691893773 	 0.0185066294229 	 0.0185066294229 	 0.0235556564966 	 1.06534295846 	 1.0891980871 	 1.00137706583 	 1.00137706583 
0.0955620887792 	 0.127181722431 	 0.139700468253 	 5.21397964602 	 5.14914500207 	 0.953701383 	 0.0249362154905 	 0.0213624015095 	 0.0227714730543 	 0.0227714730543 	 0.0274815955671 	 1.06010411258 	 1.34927618261 	 1.23214391722 	 1.23214391722 
0.109213830368 	 0.100065693369 	 0.17458920915 	 5.33321081687 	 4.98751189849 	 0.940910211838 	 0.0317165911623 	 0.0273731969999 	 0.0301864684783 	 0.0301864684783 	 0.0314075419954 	 1.05826058763 	 1.71615620923 	 1.63336264761 	 1.63336264761 
0.122865546371 	 0.207637484693 	 0.21558954573 	 4.86844805199 	 4.82950642313 	 0.926852085789 	 0.038466645254 	 0.0346812689573 	 0.0359267215602 	 0.0359267215602 	 0.0353334810659 	 1.06050415678 	 2.08139556244 	 1.94396257679 	 1.94396257679 
0.136517262374 	 0.12594711944 	 0.261366352766 	 5.23246086068 	 4.66385800965 	 0.911511046126 	 0.0453923629263 	 0.0430965909473 	 0.0420911407902 	 0.0420911407902 	 0.0392594201364 	 1.06269645672 	 2.45613991394 	 2.27751375459 	 2.27751375459 
