#t/Tc 	 (Rf-Ro)/Ro 	 (Rfmax-Ro)/Ro 	 H/R 	 H/Rmax 	 Ep/Eo 	 Ek/Eo 	 Ec/Eo 	 Ekx/Eo 	 Eky/Eo 	 t/(d/g)^0.5 	 H/d 	 KE/mgd 	 KEx/mgd 	 KEy/mgd 
0.013651612366 	 0.0 	 0.0 	 5.99911610278 	 5.99041115932 	 1.0 	 0.00108187981607 	 0.0 	 0.00103825002406 	 0.00103825002406 	 0.00392594201364 	 1.08213831564 	 0.0585395728746 	 0.0561788028976 	 0.0561788028976 
0.0273032298491 	 0.000826652063147 	 0.0100209541032 	 5.98312542773 	 5.92005784558 	 0.996291529835 	 0.00356839293523 	 0.000140077230118 	 0.00332380625847 	 0.00332380625847 	 0.00785188549886 	 1.08014603779 	 0.193082628194 	 0.179848256525 	 0.179848256525 
0.0409548319809 	 0.0207695830471 	 0.028346800402 	 5.85114931462 	 5.79960832972 	 0.990832136289 	 0.00679635785091 	 0.00237150585962 	 0.00635365460529 	 0.00635365460529 	 0.0117778245694 	 1.07736883569 	 0.367744993285 	 0.343790706937 	 0.343790706937 
0.0546064596981 	 0.0261442225628 	 0.0486149585595 	 5.80187856688 	 5.66931195955 	 0.983870103424 	 0.0102364628492 	 0.00589343372655 	 0.00935692244684 	 0.00935692244684 	 0.0157037709977 	 1.07392152346 	 0.553886073147 	 0.506294909401 	 0.506294909401 
0.06825806183 	 0.0283491618188 	 0.0698212945175 	 5.76946059416 	 5.53775753112 	 0.975486736709 	 0.0146981072456 	 0.00981515604519 	 0.0139492099511 	 0.0139492099511 	 0.0196297100682 	 1.07021569892 	 0.795301758517 	 0.754779579344 	 0.754779579344 
0.0819096895472 	 0.0862396258168 	 0.0914981184478 	 5.44055055967 	 5.40648329735 	 0.965512033798 	 0.0195003778857 	 0.0149875883168 	 0.0182949402968 	 0.0182949402968 	 0.0235556564966 	 1.0660166791 	 1.05514843272 	 0.989923256569 	 0.989923256569 
0.0955612916791 	 0.09200337226 	 0.115172417653 	 5.39010321296 	 5.27045860247 	 0.954358401568 	 0.0245051495424 	 0.0211364488895 	 0.0227405688594 	 0.0227405688594 	 0.0274815955671 	 1.06173606182 	 1.32595226026 	 1.23047233915 	 1.23047233915 
0.109212919396 	 0.141395132481 	 0.149359744617 	 5.15852242378 	 5.11534254627 	 0.941908081478 	 0.0304811016018 	 0.0276108169201 	 0.0284041668046 	 0.0284041668046 	 0.0314075419954 	 1.06207906 	 1.64930581199 	 1.5369246823 	 1.5369246823 
0.122864521528 	 0.15026452866 	 0.184077120054 	 5.1348875702 	 4.98101720504 	 0.928273792475 	 0.0370634009641 	 0.0346628065607 	 0.0346722474025 	 0.0346722474025 	 0.0353334810659 	 1.06542816643 	 2.00546828723 	 1.87608505436 	 1.87608505436 
0.13651612366 	 0.228449801203 	 0.226667274264 	 4.82130229654 	 4.82130229654 	 0.913243031626 	 0.0442422204188 	 0.0425147479556 	 0.041375984212 	 0.041375984212 	 0.0392594201364 	 1.06835917614 	 2.39390794419 	 2.23881840391 	 2.23881840391 
0.150167751377 	 0.261804511399 	 0.281863867883 	 4.70091112914 	 4.62063406184 	 0.896930869688 	 0.0523205068355 	 0.0507486234766 	 0.0486970210448 	 0.0486970210448 	 0.0431853665648 	 1.06996512972 	 2.83101697364 	 2.63495331911 	 2.63495331911 
0.163819353509 	 0.254684094814 	 0.344440367149 	 4.72698609805 	 4.40500634788 	 0.879156721165 	 0.0614473482406 	 0.059395930594 	 0.057336550387 	 0.057336550387 	 0.0471113056353 	 1.06982865255 	 3.32486239863 	 3.10243071357 	 3.10243071357 
0.177470981226 	 0.290362638049 	 0.408486691626 	 4.58813499694 	 4.1972475502 	 0.859977029525 	 0.0712836302691 	 0.0687393402061 	 0.0659058781671 	 0.0659058781671 	 0.0510372520637 	 1.06793169209 	 3.85709503674 	 3.56610956275 	 3.56610956275 
