#t/Tc 	 (Rf-Ro)/Ro 	 (Rfmax-Ro)/Ro 	 H/R 	 H/Rmax 	 Ep/Eo 	 Ek/Eo 	 Ec/Eo 	 Ekx/Eo 	 Eky/Eo 	 t/(d/g)^0.5 	 H/d 	 KE/mgd 	 KEx/mgd 	 KEy/mgd 
0.0136515941468 	 0.0 	 0.0 	 5.99974217043 	 5.99052293356 	 1.0 	 0.00107823214102 	 0.0 	 0.0010325305109 	 0.0010325305109 	 0.00392594201364 	 1.08214120405 	 0.0583423375702 	 0.0558694564247 	 0.0558694564247 
0.0273031934107 	 0.0105065550366 	 0.00895380509734 	 5.92652109712 	 5.92652109712 	 0.996306321334 	 0.00354529821147 	 0.000148380454278 	 0.00331886132965 	 0.00331886132965 	 0.00785188549886 	 1.08016553453 	 0.191833443998 	 0.17958111308 	 0.17958111308 
0.0409547773234 	 0.0150926384853 	 0.0242527036502 	 5.88488060606 	 5.82328925426 	 0.990932277574 	 0.00657824549591 	 0.00248947692988 	 0.00611888746829 	 0.00611888746829 	 0.0117778245694 	 1.07744393424 	 0.355943961177 	 0.33108844065 	 0.33108844065 
0.0546063868215 	 0.0260980376928 	 0.0426979658765 	 5.80502395471 	 5.70382896698 	 0.984145134627 	 0.00969771738789 	 0.00615714798552 	 0.00887349520139 	 0.00887349520139 	 0.0157037709977 	 1.0743461191 	 0.524736260385 	 0.480138212146 	 0.480138212146 
0.0682579707341 	 0.0543267725583 	 0.0583378437475 	 5.63273551626 	 5.60276511516 	 0.97604652409 	 0.0137645352085 	 0.0101889407014 	 0.0130464819256 	 0.0130464819256 	 0.0196297100682 	 1.07113926665 	 0.744788741755 	 0.705935413768 	 0.705935413768 
0.0819095802322 	 0.0781379740521 	 0.0800541889289 	 5.48887184848 	 5.47071431294 	 0.966577818811 	 0.017664546178 	 0.0157576350109 	 0.0163810549965 	 0.0163810549965 	 0.0235556564966 	 1.06735473305 	 0.955815428731 	 0.886366677456 	 0.886366677456 
0.0955611641449 	 0.104821733271 	 0.108341081652 	 5.34078370196 	 5.31564433397 	 0.956007964558 	 0.023033231181 	 0.0209588042614 	 0.0220394925274 	 0.0220394925274 	 0.0274815955671 	 1.06426197262 	 1.24631097309 	 1.19254051516 	 1.19254051516 
0.109212773643 	 0.112229929529 	 0.13749261478 	 5.32301404666 	 5.19679698844 	 0.943870295906 	 0.0290114537972 	 0.027118250297 	 0.0274742296703 	 0.0274742296703 	 0.0314075419954 	 1.0678334863 	 1.56978814343 	 1.48661009158 	 1.48661009158 
0.122864357556 	 0.124450010289 	 0.168246710729 	 5.28760367184 	 5.08155498002 	 0.930642061405 	 0.0341293523312 	 0.0352285862641 	 0.0315383681123 	 0.0315383681123 	 0.0353334810659 	 1.07238416951 	 1.84671381886 	 1.70651759378 	 1.70651759378 
0.136515941468 	 0.198540380355 	 0.199313804106 	 4.97769135877 	 4.96683748719 	 0.916592038836 	 0.0407096035813 	 0.042698357583 	 0.0382899148025 	 0.0382899148025 	 0.0392594201364 	 1.07604883428 	 2.2027663099 	 2.07183875342 	 2.07183875342 
